PBfusion.1.2	transcript/80175
PBfusion.1076.2	transcript/187498
PBfusion.1076.1	transcript/187498
PBfusion.1077.2	transcript/124835
PBfusion.1077.1	transcript/124835
PBfusion.1078.1	transcript/75559
PBfusion.1078.2	transcript/75559
PBfusion.1079.1	transcript/537
PBfusion.1079.2	transcript/537
PBfusion.1080.2	transcript/23237
PBfusion.1080.1	transcript/23237
PBfusion.1081.2	transcript/166731
PBfusion.1081.1	transcript/166731
PBfusion.1082.1	transcript/18434
PBfusion.1082.2	transcript/18434
PBfusion.1083.1	transcript/139234
PBfusion.1083.2	transcript/139234
PBfusion.1084.1	transcript/39997
PBfusion.1084.2	transcript/39997
PBfusion.1085.1	transcript/2006
PBfusion.1085.2	transcript/2006
PBfusion.1086.1	transcript/55848
PBfusion.1086.2	transcript/55848
PBfusion.1087.2	transcript/167794
PBfusion.1087.1	transcript/141605,transcript/167794
PBfusion.1088.2	transcript/127271
PBfusion.1088.1	transcript/127271
PBfusion.1089.1	transcript/52528
PBfusion.1089.2	transcript/52528
PBfusion.1090.2	transcript/105804
PBfusion.1090.1	transcript/105804
PBfusion.1091.2	transcript/29226
PBfusion.1091.1	transcript/29226
PBfusion.1092.2	transcript/122750,transcript/156675
PBfusion.1092.1	transcript/122750,transcript/7681
PBfusion.1093.2	transcript/189261
PBfusion.1093.1	transcript/189261
PBfusion.1094.1	transcript/166745
PBfusion.1094.2	transcript/166745
PBfusion.1095.1	transcript/100352
PBfusion.1095.2	transcript/100352
PBfusion.1096.2	transcript/31960,transcript/152031,transcript/76056,transcript/94502,transcript/45492,transcript/57919
PBfusion.1096.1	transcript/31960
PBfusion.1097.2	transcript/31960,transcript/152031,transcript/76056,transcript/94502,transcript/45492,transcript/57919
PBfusion.1097.1	transcript/152031
PBfusion.1098.2	transcript/31960,transcript/152031,transcript/76056,transcript/94502,transcript/45492,transcript/57919
PBfusion.1098.1	transcript/76056
PBfusion.1099.2	transcript/31960,transcript/152031,transcript/76056,transcript/94502,transcript/45492,transcript/57919
PBfusion.1099.1	transcript/18711,transcript/94502,transcript/115614,transcript/24596,transcript/83709
PBfusion.1100.2	transcript/31960,transcript/152031,transcript/76056,transcript/94502,transcript/45492,transcript/57919
PBfusion.1100.1	transcript/57919
PBfusion.1101.1	transcript/174426
PBfusion.1101.2	transcript/174426
PBfusion.1102.1	transcript/109524
PBfusion.1102.2	transcript/109524
PBfusion.1103.1	transcript/129545
PBfusion.1103.2	transcript/129545
PBfusion.1104.2	transcript/27509
PBfusion.1104.1	transcript/27509,transcript/33845
PBfusion.1105.1	transcript/118909
PBfusion.1105.2	transcript/118909
PBfusion.1106.2	transcript/79149,transcript/132307,transcript/135382
PBfusion.1106.1	transcript/79149
PBfusion.1107.2	transcript/79149,transcript/132307,transcript/135382
PBfusion.1107.1	transcript/132307
PBfusion.1108.1	transcript/159218
PBfusion.1108.2	transcript/159218
PBfusion.1109.2	transcript/158541
PBfusion.1109.1	transcript/158541
PBfusion.1110.2	transcript/116067,transcript/26286
PBfusion.1110.1	transcript/116067
PBfusion.1111.1	transcript/41641
PBfusion.1111.2	transcript/41641
PBfusion.1112.1	transcript/149704
PBfusion.1112.2	transcript/149704
PBfusion.1113.1	transcript/48327
PBfusion.1113.2	transcript/47024,transcript/48327
PBfusion.1114.1	transcript/106374
PBfusion.1114.2	transcript/74528,transcript/106374
PBfusion.1115.2	transcript/62831
PBfusion.1115.1	transcript/62831
PBfusion.1116.2	transcript/8536,transcript/124395
PBfusion.1116.1	transcript/8536
PBfusion.1117.1	transcript/8536,transcript/124395
PBfusion.1117.2	transcript/124395,transcript/117327,transcript/89421
PBfusion.1118.1	transcript/89421
PBfusion.1118.2	transcript/124395,transcript/117327,transcript/89421
PBfusion.1119.1	transcript/117327
PBfusion.1119.2	transcript/124395,transcript/117327,transcript/89421
PBfusion.1120.2	transcript/171477
PBfusion.1120.1	transcript/171477
PBfusion.1121.2	transcript/101684
PBfusion.1121.1	transcript/101684
PBfusion.1122.1	transcript/152195
PBfusion.1122.2	transcript/152195
PBfusion.1123.2	transcript/79086
PBfusion.1123.1	transcript/79086,transcript/63865,transcript/87081
PBfusion.1124.2	transcript/154357
PBfusion.1124.1	transcript/104758,transcript/154357,transcript/169637
PBfusion.1125.2	transcript/148745
PBfusion.1125.1	transcript/148745
PBfusion.1126.1	transcript/23919
PBfusion.1126.2	transcript/23919
PBfusion.1127.1	transcript/24648
PBfusion.1127.2	transcript/24648
PBfusion.1128.2	transcript/20265
PBfusion.1128.1	transcript/20265
PBfusion.1129.1	transcript/82564
PBfusion.1129.2	transcript/82564
PBfusion.1130.2	transcript/39293
PBfusion.1130.1	transcript/39293
PBfusion.1131.1	transcript/106265
PBfusion.1131.2	transcript/106265,transcript/162552,transcript/85363
PBfusion.1132.1	transcript/67139
PBfusion.1132.2	transcript/67139
PBfusion.1133.2	transcript/143952
PBfusion.1133.1	transcript/143952
PBfusion.1134.2	transcript/3276
PBfusion.1134.1	transcript/3276
PBfusion.1135.2	transcript/45876
PBfusion.1135.1	transcript/45876
PBfusion.1136.2	transcript/9332
PBfusion.1136.1	transcript/9332
PBfusion.1137.2	transcript/66047,transcript/69767
PBfusion.1137.1	transcript/66047,transcript/69767
PBfusion.1138.2	transcript/3303
PBfusion.1138.1	transcript/169183,transcript/170444,transcript/3303,transcript/171460,transcript/131307,transcript/128703
PBfusion.1139.2	transcript/75566
PBfusion.1139.1	transcript/55295,transcript/75566
PBfusion.1140.1	transcript/131482
PBfusion.1140.2	transcript/131482
PBfusion.1141.1	transcript/21049
PBfusion.1141.2	transcript/21049,transcript/135991
PBfusion.1142.1	transcript/52258
PBfusion.1142.2	transcript/52258
PBfusion.1143.1	transcript/102438
PBfusion.1143.2	transcript/124717,transcript/102438
PBfusion.1144.1	transcript/76131
PBfusion.1144.2	transcript/76131
PBfusion.1145.2	transcript/13587
PBfusion.1145.1	transcript/13587
PBfusion.1146.1	transcript/100772
PBfusion.1146.2	transcript/100772
PBfusion.1147.2	transcript/119599
PBfusion.1147.1	transcript/119599
PBfusion.1148.2	transcript/9725,transcript/136436
PBfusion.1148.1	transcript/9725
PBfusion.1149.2	transcript/72632
PBfusion.1149.1	transcript/70388,transcript/159804,transcript/44433,transcript/95651,transcript/72632,transcript/126651
PBfusion.1150.2	transcript/154822
PBfusion.1150.1	transcript/154822
PBfusion.1151.2	transcript/84660
PBfusion.1151.1	transcript/84660
PBfusion.1152.1	transcript/120109,transcript/81798
PBfusion.1152.2	transcript/81798
PBfusion.1153.2	transcript/128703
PBfusion.1153.1	transcript/169183,transcript/170444,transcript/3303,transcript/171460,transcript/131307,transcript/128703
PBfusion.1154.2	transcript/154180
PBfusion.1154.1	transcript/154180,transcript/178228
PBfusion.1155.2	transcript/41761
PBfusion.1155.1	transcript/23937,transcript/41761
PBfusion.1156.2	transcript/146053
PBfusion.1156.1	transcript/146053
PBfusion.1157.2	transcript/72536
PBfusion.1157.1	transcript/72536
PBfusion.1158.2	transcript/173975
PBfusion.1158.1	transcript/173975
PBfusion.1159.2	transcript/131307
PBfusion.1159.1	transcript/169183,transcript/170444,transcript/3303,transcript/171460,transcript/131307,transcript/128703
PBfusion.1160.1	transcript/90021
PBfusion.1160.2	transcript/90021
PBfusion.1161.2	transcript/157134,transcript/124103
PBfusion.1161.1	transcript/157134
PBfusion.1162.1	transcript/157134,transcript/124103
PBfusion.1162.2	transcript/124103
PBfusion.1163.1	transcript/151464
PBfusion.1163.2	transcript/151464
PBfusion.1164.2	transcript/76357
PBfusion.1164.1	transcript/76357
PBfusion.1165.2	transcript/45557
PBfusion.1165.1	transcript/45557
PBfusion.1166.1	transcript/47847
PBfusion.1166.2	transcript/47847
PBfusion.1167.1	transcript/134085
PBfusion.1167.2	transcript/30552,transcript/134085
PBfusion.1168.1	transcript/98226
PBfusion.1168.2	transcript/98226
PBfusion.1169.1	transcript/82204
PBfusion.1169.2	transcript/82204
PBfusion.1170.1	transcript/135991
PBfusion.1170.2	transcript/21049,transcript/135991
PBfusion.1171.1	transcript/53366
PBfusion.1171.2	transcript/53366
PBfusion.1172.2	transcript/100183
PBfusion.1172.1	transcript/100183
PBfusion.1173.1	transcript/162552
PBfusion.1173.2	transcript/106265,transcript/162552,transcript/85363
PBfusion.1174.1	transcript/43989
PBfusion.1174.2	transcript/43989
PBfusion.1175.1	transcript/158614
PBfusion.1175.2	transcript/158614
PBfusion.1176.2	transcript/46015
PBfusion.1176.1	transcript/46015
PBfusion.1177.1	transcript/3118
PBfusion.1177.2	transcript/174116,transcript/3118
PBfusion.1178.1	transcript/24189
PBfusion.1178.2	transcript/24189
PBfusion.1179.1	transcript/102892
PBfusion.1179.2	transcript/102892
PBfusion.1180.1	transcript/77279
PBfusion.1180.2	transcript/77279
PBfusion.1181.2	transcript/62434,transcript/96550
PBfusion.1181.1	transcript/104224,transcript/26024,transcript/96550,transcript/98949
PBfusion.1182.2	transcript/83709,transcript/40322
PBfusion.1182.1	transcript/18711,transcript/94502,transcript/115614,transcript/24596,transcript/83709
PBfusion.1183.2	transcript/98949
PBfusion.1183.1	transcript/104224,transcript/26024,transcript/96550,transcript/98949
PBfusion.1184.1	transcript/152939
PBfusion.1184.2	transcript/152939
PBfusion.1185.1	transcript/150026
PBfusion.1185.2	transcript/150026
PBfusion.1186.2	transcript/13093
PBfusion.1186.1	transcript/13093
PBfusion.1187.2	transcript/92807
PBfusion.1187.1	transcript/92807
PBfusion.1188.2	transcript/156489
PBfusion.1188.1	transcript/156489
PBfusion.1189.2	transcript/134378
PBfusion.1189.1	transcript/134378
PBfusion.1190.1	transcript/176385
PBfusion.1190.2	transcript/176385,transcript/33513
PBfusion.1191.1	transcript/25884
PBfusion.1191.2	transcript/25884
PBfusion.1192.2	transcript/137611
PBfusion.1192.1	transcript/137611
PBfusion.1193.2	transcript/14865
PBfusion.1193.1	transcript/14865
PBfusion.1194.2	transcript/78114
PBfusion.1194.1	transcript/78114,transcript/80175,transcript/27241,transcript/168147,transcript/186180
PBfusion.1195.2	transcript/142773
PBfusion.1195.1	transcript/142773
PBfusion.1196.1	transcript/85826
PBfusion.1196.2	transcript/85826
PBfusion.1197.2	transcript/61218,transcript/132358
PBfusion.1197.1	transcript/61218
PBfusion.1198.2	transcript/61218,transcript/132358
PBfusion.1198.1	transcript/132358,transcript/107732
PBfusion.1199.1	transcript/102966
PBfusion.1199.2	transcript/102966
PBfusion.1200.2	transcript/140069
PBfusion.1200.1	transcript/140069
PBfusion.1201.2	transcript/106788
PBfusion.1201.1	transcript/106788
PBfusion.1202.2	transcript/78690
PBfusion.1202.1	transcript/78690
PBfusion.1203.1	transcript/160118
PBfusion.1203.2	transcript/160118
PBfusion.1204.2	transcript/74528,transcript/106374
PBfusion.1204.1	transcript/74528
PBfusion.1205.1	transcript/30552
PBfusion.1205.2	transcript/30552,transcript/134085
PBfusion.1206.1	transcript/101805
PBfusion.1206.2	transcript/101805,transcript/172549
PBfusion.1207.2	transcript/43727
PBfusion.1207.1	transcript/43727
PBfusion.1208.1	transcript/29890
PBfusion.1208.2	transcript/29890
PBfusion.1209.2	transcript/120479
PBfusion.1209.1	transcript/120479
PBfusion.1210.1	transcript/104758,transcript/154357,transcript/169637
PBfusion.1210.2	transcript/169637
PBfusion.1211.2	transcript/86568,transcript/112847
PBfusion.1211.1	transcript/191451,transcript/124526,transcript/86568,transcript/144992
PBfusion.1212.2	transcript/135421
PBfusion.1212.1	transcript/135421
PBfusion.1213.1	transcript/47442
PBfusion.1213.2	transcript/47442
PBfusion.1214.1	transcript/191451,transcript/124526,transcript/86568,transcript/144992
PBfusion.1214.2	transcript/191451
PBfusion.1215.1	transcript/191451,transcript/124526,transcript/86568,transcript/144992
PBfusion.1215.2	transcript/124526
PBfusion.1216.1	transcript/191451,transcript/124526,transcript/86568,transcript/144992
PBfusion.1216.2	transcript/144992
PBfusion.1217.1	transcript/156818
PBfusion.1217.2	transcript/156818
PBfusion.1218.2	transcript/81031
PBfusion.1218.1	transcript/81031
PBfusion.1219.1	transcript/14283,transcript/152498
PBfusion.1219.2	transcript/14283,transcript/36068
PBfusion.1220.1	transcript/14283,transcript/152498
PBfusion.1220.2	transcript/152498
PBfusion.1221.1	transcript/126118
PBfusion.1221.2	transcript/126118,transcript/43538
PBfusion.1222.2	transcript/56425
PBfusion.1222.1	transcript/56425
PBfusion.1223.1	transcript/145061
PBfusion.1223.2	transcript/145061,transcript/79369
PBfusion.1224.2	transcript/181638,transcript/142626
PBfusion.1224.1	transcript/142626
PBfusion.1225.2	transcript/78921
PBfusion.1225.1	transcript/89788,transcript/149426,transcript/78921
PBfusion.1226.2	transcript/156069
PBfusion.1226.1	transcript/156069,transcript/165566
PBfusion.1227.2	transcript/104224
PBfusion.1227.1	transcript/104224,transcript/26024,transcript/96550,transcript/98949
PBfusion.1228.2	transcript/57838
PBfusion.1228.1	transcript/57838
PBfusion.1229.1	transcript/143968
PBfusion.1229.2	transcript/81892,transcript/128068,transcript/143968
PBfusion.1230.1	transcript/92159
PBfusion.1230.2	transcript/92159
PBfusion.1231.1	transcript/152168
PBfusion.1231.2	transcript/152168
PBfusion.1232.1	transcript/65198
PBfusion.1232.2	transcript/65198
PBfusion.1232.3	transcript/65198,transcript/76701
PBfusion.1233.2	transcript/108681
PBfusion.1233.1	transcript/108681
PBfusion.1234.1	transcript/45970
PBfusion.1234.2	transcript/45970
PBfusion.1235.1	transcript/113424
PBfusion.1235.2	transcript/113424
PBfusion.1236.1	transcript/83692
PBfusion.1236.2	transcript/83692
PBfusion.1237.2	transcript/120679,transcript/153916
PBfusion.1237.1	transcript/153916
PBfusion.1238.2	transcript/163095
PBfusion.1238.1	transcript/163095
PBfusion.1239.2	transcript/99832
PBfusion.1239.1	transcript/99832
PBfusion.1240.1	transcript/43538
PBfusion.1240.2	transcript/126118,transcript/43538
PBfusion.1241.2	transcript/137998
PBfusion.1241.1	transcript/137998
PBfusion.1242.2	transcript/30398
PBfusion.1242.1	transcript/30398
PBfusion.1243.2	transcript/106607
PBfusion.1243.1	transcript/106607
PBfusion.1244.2	transcript/140279
PBfusion.1244.1	transcript/140279
PBfusion.1245.2	transcript/36552
PBfusion.1245.1	transcript/36552
PBfusion.1246.1	transcript/50897,transcript/142959
PBfusion.1246.2	transcript/50897
PBfusion.1247.2	transcript/99454
PBfusion.1247.1	transcript/99454
PBfusion.1248.1	transcript/86818
PBfusion.1248.2	transcript/86818
PBfusion.1249.2	transcript/40603
PBfusion.1249.1	transcript/40603
PBfusion.1250.2	transcript/12367
PBfusion.1250.1	transcript/12367
PBfusion.1251.2	transcript/34550
PBfusion.1251.1	transcript/34550
PBfusion.1252.2	transcript/92580
PBfusion.1252.1	transcript/92580
PBfusion.1253.1	transcript/66286
PBfusion.1253.2	transcript/111774,transcript/32014,transcript/85868,transcript/66286,transcript/132094
PBfusion.1254.1	transcript/4237
PBfusion.1254.2	transcript/4237
PBfusion.1255.2	transcript/177841
PBfusion.1255.1	transcript/177841
PBfusion.1256.2	transcript/173334
PBfusion.1256.1	transcript/173334
PBfusion.1257.1	transcript/6306
PBfusion.1257.2	transcript/6306
PBfusion.1258.2	transcript/118382,transcript/133036
PBfusion.1258.1	transcript/118382
PBfusion.1259.2	transcript/118382,transcript/133036
PBfusion.1259.1	transcript/133036
PBfusion.1260.1	transcript/83424
PBfusion.1260.2	transcript/83424
PBfusion.1261.1	transcript/166569
PBfusion.1261.2	transcript/146286,transcript/166569
PBfusion.1262.2	transcript/84043
PBfusion.1262.1	transcript/84043
PBfusion.1263.2	transcript/188687
PBfusion.1263.1	transcript/49532,transcript/188687
PBfusion.1264.2	transcript/33026,transcript/62340
PBfusion.1264.1	transcript/62340,transcript/52919,transcript/148112
PBfusion.1265.2	transcript/24596
PBfusion.1265.1	transcript/18711,transcript/94502,transcript/115614,transcript/24596,transcript/83709
PBfusion.1266.1	transcript/126485
PBfusion.1266.2	transcript/126485
PBfusion.1267.1	transcript/33090
PBfusion.1267.2	transcript/33090
PBfusion.1268.1	transcript/182001
PBfusion.1268.2	transcript/182001
PBfusion.1269.1	transcript/170945
PBfusion.1269.2	transcript/170945
PBfusion.1270.1	transcript/59959
PBfusion.1270.2	transcript/59959
PBfusion.1271.1	transcript/160255
PBfusion.1271.2	transcript/160255
PBfusion.1272.1	transcript/169183,transcript/170444,transcript/3303,transcript/171460,transcript/131307,transcript/128703
PBfusion.1272.2	transcript/170444
PBfusion.1273.2	transcript/70388
PBfusion.1273.1	transcript/70388,transcript/159804,transcript/44433,transcript/95651,transcript/72632,transcript/126651
PBfusion.1274.1	transcript/150950
PBfusion.1274.2	transcript/150950
PBfusion.1275.1	transcript/155523
PBfusion.1275.2	transcript/155523
PBfusion.1276.2	transcript/87062,transcript/179291
PBfusion.1276.1	transcript/87062
PBfusion.1277.2	transcript/125803
PBfusion.1277.1	transcript/125803
PBfusion.1278.2	transcript/157159
PBfusion.1278.1	transcript/157159
PBfusion.1279.2	transcript/148417
PBfusion.1279.1	transcript/148417
PBfusion.1280.2	transcript/22292
PBfusion.1280.1	transcript/22292
PBfusion.1281.1	transcript/175544
PBfusion.1281.2	transcript/175544
PBfusion.1282.2	transcript/116149
PBfusion.1282.1	transcript/116149
PBfusion.1283.2	transcript/47383,transcript/95837
PBfusion.1283.1	transcript/47383
PBfusion.1284.2	transcript/79713
PBfusion.1284.1	transcript/79713
PBfusion.1285.2	transcript/165823,transcript/189019,transcript/166982
PBfusion.1285.1	transcript/165823,transcript/166982
PBfusion.1286.2	transcript/165823,transcript/189019,transcript/166982
PBfusion.1286.1	transcript/189019
PBfusion.1287.1	transcript/161166
PBfusion.1287.2	transcript/161166
PBfusion.1288.2	transcript/644
PBfusion.1288.1	transcript/644
PBfusion.1289.2	transcript/124177
PBfusion.1289.1	transcript/124177
PBfusion.1290.1	transcript/129511
PBfusion.1290.2	transcript/94163,transcript/129511
PBfusion.1291.2	transcript/17878,transcript/51649
PBfusion.1291.1	transcript/17878
PBfusion.1292.2	transcript/17878,transcript/51649
PBfusion.1292.1	transcript/51649
PBfusion.1293.1	transcript/169582
PBfusion.1293.2	transcript/169582
PBfusion.1294.1	transcript/6351
PBfusion.1294.2	transcript/6351,transcript/150957,transcript/8766
PBfusion.1295.2	transcript/143834
PBfusion.1295.1	transcript/143834
PBfusion.1296.2	transcript/102998
PBfusion.1296.1	transcript/102998
PBfusion.1297.1	transcript/75699
PBfusion.1297.2	transcript/75699
PBfusion.1298.1	transcript/91674
PBfusion.1298.2	transcript/91674
PBfusion.1299.2	transcript/136699,transcript/79066
PBfusion.1299.1	transcript/79066
PBfusion.1300.2	transcript/174116,transcript/3118
PBfusion.1300.1	transcript/174116
PBfusion.1301.2	transcript/79430
PBfusion.1301.1	transcript/79430
PBfusion.1302.2	transcript/44433
PBfusion.1302.1	transcript/70388,transcript/159804,transcript/44433,transcript/95651,transcript/72632,transcript/126651
PBfusion.1303.2	transcript/82800
PBfusion.1303.1	transcript/82800
PBfusion.1304.2	transcript/169526
PBfusion.1304.1	transcript/169526
PBfusion.1305.2	transcript/95395
PBfusion.1305.1	transcript/95395
PBfusion.1306.2	transcript/151301
PBfusion.1306.1	transcript/151301
PBfusion.1307.2	transcript/128293
PBfusion.1307.1	transcript/128293
PBfusion.1308.1	transcript/85363
PBfusion.1308.2	transcript/106265,transcript/162552,transcript/85363
PBfusion.1309.2	transcript/179876
PBfusion.1309.1	transcript/179876
PBfusion.1310.2	transcript/145151
PBfusion.1310.1	transcript/145151
PBfusion.1311.2	transcript/146072
PBfusion.1311.1	transcript/146072,transcript/149861,transcript/128791
PBfusion.1312.2	transcript/105988
PBfusion.1312.1	transcript/105988
PBfusion.1313.2	transcript/185230
PBfusion.1313.1	transcript/185230
PBfusion.1314.2	transcript/111774,transcript/32014,transcript/85868,transcript/66286,transcript/132094
PBfusion.1314.1	transcript/111774
PBfusion.1315.2	transcript/111774,transcript/32014,transcript/85868,transcript/66286,transcript/132094
PBfusion.1315.1	transcript/32014
PBfusion.1316.2	transcript/132091
PBfusion.1316.1	transcript/132091
PBfusion.1317.2	transcript/132424
PBfusion.1317.1	transcript/132424
PBfusion.1318.1	transcript/42197
PBfusion.1318.2	transcript/42197
PBfusion.1319.1	transcript/38386
PBfusion.1319.2	transcript/38386
PBfusion.1320.2	transcript/59444
PBfusion.1320.1	transcript/59444
PBfusion.1321.2	transcript/81892,transcript/128068,transcript/143968
PBfusion.1321.1	transcript/81892
PBfusion.1322.2	transcript/81892,transcript/128068,transcript/143968
PBfusion.1322.1	transcript/128068
PBfusion.1323.1	transcript/170992
PBfusion.1323.2	transcript/40141,transcript/112643,transcript/170992,transcript/82339,transcript/149648,transcript/155774
PBfusion.1324.2	transcript/11479
PBfusion.1324.1	transcript/11479
PBfusion.1325.1	transcript/163996
PBfusion.1325.2	transcript/163996
PBfusion.1326.1	transcript/106815
PBfusion.1326.2	transcript/106815
PBfusion.1327.1	transcript/135753
PBfusion.1327.2	transcript/135753
PBfusion.1328.1	transcript/59382
PBfusion.1328.2	transcript/59382
PBfusion.1329.2	transcript/93264
PBfusion.1329.1	transcript/93264
PBfusion.1330.1	transcript/35565
PBfusion.1330.2	transcript/35565
PBfusion.1331.2	transcript/95260
PBfusion.1331.1	transcript/95260
PBfusion.1332.2	transcript/125341
PBfusion.1332.1	transcript/125341
PBfusion.1333.1	transcript/31264
PBfusion.1333.2	transcript/31264
PBfusion.1334.1	transcript/49532,transcript/188687
PBfusion.1334.2	transcript/49532
PBfusion.1335.1	transcript/150054
PBfusion.1335.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1336.1	transcript/171681,transcript/155688,transcript/162874
PBfusion.1336.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1337.1	transcript/137912
PBfusion.1337.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1338.1	transcript/99727
PBfusion.1338.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1339.1	transcript/170734
PBfusion.1339.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1340.1	transcript/114901,transcript/185233
PBfusion.1340.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1341.1	transcript/112544,transcript/104783,transcript/123136,transcript/105066,transcript/127600,transcript/137258,transcript/153780
PBfusion.1341.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1342.1	transcript/184783,transcript/185773,transcript/180389
PBfusion.1342.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1343.1	transcript/189381
PBfusion.1343.2	transcript/104783,transcript/105066,transcript/112544,transcript/112627,transcript/114901,transcript/122869,transcript/123136,transcript/123164,transcript/127600,transcript/127868,transcript/133175,transcript/137258,transcript/137912,transcript/140108,transcript/150054,transcript/153780,transcript/155688,transcript/155810,transcript/157021,transcript/161739,transcript/162874,transcript/166853,transcript/168248,transcript/170734,transcript/171681,transcript/174177,transcript/175446,transcript/180389,transcript/184783,transcript/185233,transcript/185773,transcript/189381,transcript/191678,transcript/67209,transcript/75382,transcript/89365,transcript/90102,transcript/90643,transcript/92452,transcript/94111,transcript/9467,transcript/98123,transcript/99727
PBfusion.1344.1	transcript/90643
